category_name,product_sku,position
"Schools & Clubs",1-GCS-TEE-CLUB-BES-GRN,0
GCS,1-GCS-TEE-CLUB-BES-GRN,0
"Schools & Clubs",1-GCS-POL-CLUB-BES-GRN,0
GCS,1-GCS-POL-CLUB-BES-GRN,0
Netball,1-STK-NET-TOP003-NVY/FLO-16,0
"Top & Skorts",1-STK-NET-TOP003-NVY/FLO-16,0
"Schools & Clubs",1-DTR-VES-SUB-BES-SN-BLK-L,0
DesertTrailRunners,1-DTR-VES-SUB-BES-SN-BLK-L,6
"Schools & Clubs",1-DTR-TEE-SUB-BES-BLK-L,0
DesertTrailRunners,1-DTR-TEE-SUB-BES-BLK-L,4
"Schools & Clubs",1-DTR-VES-SUB-BES-RB-BLK-12,0
DesertTrailRunners,1-DTR-VES-SUB-BES-RB-BLK-12,5
"Samurai Sportswear",1-STK-3-240064-WHT-0,48
Accessories,1-STK-3-240064-WHT-0,21
Cycling,2-STK-FLAB-CAP-BLK-0,12
"Fat Lad At The Back",2-STK-FLAB-CAP-BLK-0,10
Caps,2-STK-FLAB-CAP-BLK-0,0
"Schools & Clubs",1-GCS-FOT-SHI-GK001-BLK-XL,0
GCS,1-GCS-FOT-SHI-GK001-BLK-XL,0
"Samurai Sportswear",1-STK-1-640013-WHT/RED-3,28
Accessories,1-STK-1-640013-WHT/RED-3,5
Balls,1-STK-1-640013-WHT/RED-3,0
"Samurai Sportswear",1-STK-1-640014-WHT/RED-4,29
Accessories,1-STK-1-640014-WHT/RED-4,6
Maru,6-STK-GS1991,0
Maru,6-STK-BS3647-NVY-26,0
Maru,6-STK-MS3891,0
"Schools & Clubs",1-GCS-TEE-CLUB-BES-GRN-12,0
GCS,1-GCS-TEE-CLUB-BES-GRN-12,0
"Schools & Clubs",1-GCS-POL-CLUB-BES-GRN-L,0
GCS,1-GCS-POL-CLUB-BES-GRN-L,0
"Schools & Clubs",1-GCS-BAS-SIN002-GRN,0
GCS,1-GCS-BAS-SIN002-GRN,0
"Schools & Clubs",1-DTR-HOD-SUB-BES-BLK-L,0
DesertTrailRunners,1-DTR-HOD-SUB-BES-BLK-L,7
Maru,6-STK-FS1946,0
Maru,6-STK-BS3647,0
"Schools & Clubs",1-GCS-FOT-SHI-SUB002-GRN,0
GCS,1-GCS-FOT-SHI-SUB002-GRN,0
Maru,6-STK-MS3891-NVY-36,0
"Schools & Clubs",1-REP-SWI-JAM002-NVY/YLW-XS,0
"Schools & Clubs",1-REP-TEE-RED-BES-NVY/YLW-S,0
"Schools & Clubs",1-GCS-TEE-SUB-BES-GRN,0
GCS,1-GCS-TEE-SUB-BES-GRN,0
"Schools & Clubs",1-GCS-TEE-CLUB-BES-GRN-M,0
GCS,1-GCS-TEE-CLUB-BES-GRN-M,0
"Schools & Clubs",1-GWP-POL-CLUB-BES-SKY/NVY,0
GCS,1-GWP-POL-CLUB-BES-SKY/NVY,0
"Schools & Clubs",1-GWP-TEE-CLUB-BES-SKY/NVY,0
"Schools & Clubs",1-JES-BAS-SIN001,0
JESS,1-JES-BAS-SIN001,0
"Schools & Clubs",1-JES-RUG-SHO004-WHT,0
JESS,1-JES-RUG-SHO004-WHT,0
Jess_Primary,1-JES-RUG-SHO004-WHT,8
"Schools & Clubs",1-JES-8-6168-WHT,0
JESS,1-JES-8-6168-WHT,0
Jess_Primary,1-JES-8-6168-WHT,7
JESS,1-JES-SHO-CLUB-BES-WHT/RYB,0
"Schools & Clubs",1-JES-TEE-CLUB-BES-RYB/WHT-B,0
JESS,1-JES-NET-SKO002-RYB,0
JESS,1-JES-SHO-CLUB-BES-RYB,0
Jess_Primary,1-JES-SHO-CLUB-BES-RYB,4
JESS,1-JES-TEE-CLUB-BES-WHT/RB,0
JESS,1-JES-TEE-CLUB-BES-RYB/WHT-G,0
"Kings Dubai",1-KND-HOD-CLUB-BES-NVY/RD,0
"Polo Shirts",1-STK-POL-CLUB-BES-A-SKY/N,0
"T-Shirts & Vests",1-STK-TEE-CLUB-BES-WHT/SKY,0
"Polo Shirts",1-STK-POL-RED-BES-NVY/RED,0
"Polo Shirts",1-STK-POL-RED-BES-RED/NVY,0
"Polo Shirts",1-STK-POL-RED-BES-WHT/NVY-14,0
"Samurai Sportswear",1-STK-SHO-UND-BES-NVY,300
Fitness,1-STK-SHO-UND-BES-NVY,13
Cycling,1-STK-SHO-UND-BES-NVY,0
"T-Shirts & Vests",1-STK-TEE-RED-BES-WHT/NVY,0
"T-Shirts & Vests",1-STK-VES-RED-BES-WHT/NVY-14,0
Workout,1-STK-VES-RED-BES-WHT/NVY-14,0
"Samurai Sportswear",1-STK-HOC-SHO004-NVY/SKY,300
Leisurewear,1-STK-HOC-SHO004-NVY/SKY,24
Shorts,1-STK-HOC-SHO004-NVY/SKY,0
"Polo Shirts",1-STK-POL-CLUB-BES-RED/NVY,0
"Polo Shirts",1-STK-POL-CLUB-BES-BLK/GRN,0
"Polo Shirts",1-STK-POL-CLUB-BES-NVY/RED,0
"Samurai Sportswear",1-STK-SWI-ONE,300
Swimming,1-STK-SWI-ONE,8
"Polo Shirts",1-STK-POL-CLUB-BES-SKY/NVY,0
"Polo Shirts",1-STK-POL-CLUB-BES-BLK/WHT,0
"Samurai Sportswear",1-STK-YOG-PAN-NVY,300
Fitness,1-STK-YOG-PAN-NVY,15
Yoga,1-STK-YOG-PAN-NVY,0
Hoodies,1-STK-0-664323-GRY-XL,0
Hoodies,1-STK-0-664324-NVY-2XL,0
"Samurai Sportswear",1-STK-3-240001M-WHT-0,44
Accessories,1-STK-3-240001M-WHT-0,20
"Samurai Sportswear",1-STK-3-65101-YLW-0,45
Accessories,1-STK-3-65101-YLW-0,19
"Samurai Sportswear",1-STK-4-651277-BLK-0,300
Accessories,1-STK-4-651277-BLK-0,31
Bags,1-STK-4-651277-BLK-0,0
Jackets,1-STK-1101SAM-NVY,0
"T-Shirts & Vests",1-STK-VES-RED-BES-RED/WHT-S,0
"Polo Shirts",1-STK-POL-CLUB-BES-M-SKY/NVY,0
"T-Shirts & Vests",1-STK-TEE-CLUB-BES-M-WHT/SKY,0
"Polo Shirts",1-STK-POL-RED-BES-C,0
"Polo Shirts",1-STK-1304SAM,0
Jackets,1-STK-1002SAM-,0
"Samurai Sportswear",1-STK-0-664312-NVY,300
Leisurewear,1-STK-0-664312-NVY,16
"T-Shirts & Vests",1-STK-0-664312-NVY,0
"Polo Shirts",1-STK-POL-CLUB-BES-O-RED/NVY,0
Continental,4-STK-EP01L-BLK,0
"Polo Shirts",1-STK-1106SAM-BLK/RED-M,0
"T-Shirts & Vests",1-STK-VES-RED-BES-NVY/WHT-S,0
"Training Vests",1-STK-VES-RED-BES-NVY/WHT-S,0
Shorts,1-STK-1109SAM,0
"T-Shirts & Vests",1-STK-1105SAM,0
"Samurai Sportswear",1-STK-9-637006-NVY,300
Leisurewear,1-STK-9-637006-NVY,12
"T-Shirts & Vests",1-STK-9-637006-NVY,0
Workout,1-STK-9-637006-NVY,0
"Polo Shirts",1-STK-POL-CLUB-BES-T,0
"Polo Shirts",1-STK-POL-CLUB-BES-WHT/BLK,0
"T-Shirts & Vests",1-STK-TEE-WOR-BES-NVY/WHT,0
"Schools & Clubs",1-REP-SWI-CAP-BES-PU-YLW-0,0
Socks,1-SMP-SK4-NVY/WHT-S,0
Socks,1-SMP-SK4-NVY/WHT-M,0
Socks,1-SMP-SK4-NVY/WHT,0
Continental,4-STK-N45,0
Cycling,2-STK-JYSS-M-LANT-RED,11
"Fat Lad At The Back",2-STK-JYSS-M-LANT-RED,5
Jersey,2-STK-JYSS-M-LANT-RED,0
"Samurai Sportswear",1-STK-HOC-SHO004-S-NVY/SKY,300
Leisurewear,1-STK-HOC-SHO004-S-NVY/SKY,23
Shorts,1-STK-HOC-SHO004-S-NVY/SKY,0
Workout,1-STK-HOC-SHO004-S-NVY/SKY,0
Cycling,2-STK-JYSS-M-RUMN-BLU,10
"Fat Lad At The Back",2-STK-JYSS-M-RUMN-BLU,6
Jersey,2-STK-JYSS-M-RUMN-BLU,0
Continental,4-STK-N16-BLK-S,0
Continental,4-STK-E83-BLK-L,0
"Samurai Sportswear",1-STK-4-652182-BLK-0,57
Accessories,1-STK-4-652182-BLK-0,33
Netball,1-STK-NET-SKO002-NVY,7
Skorts,1-STK-NET-SKO002-NVY,0
Cycling,2-STK-JYSS-M-NICE-BLU,9
"Fat Lad At The Back",2-STK-JYSS-M-NICE-BLU,7
Jersey,2-STK-JYSS-M-NICE-BLU,0
"Samurai Sportswear",1-STK-1-6400235-YLW-5,31
Accessories,1-STK-1-6400235-YLW-5,8
Balls,1-STK-1-6400235-YLW-5,0
Cycling,2-STK-JYLS-M-NIPP-RED,8
"Fat Lad At The Back",2-STK-JYLS-M-NIPP-RED,8
Jersey,2-STK-JYLS-M-NIPP-RED,0
"Fat Lad At The Back",2-STK-JYLS-M-NIPP-RED-42,0
Jersey,2-STK-JYLS-M-NIPP-RED-42,0
"Samurai Sportswear",1-STK-1-640020-WHT/RED-5,32
Accessories,1-STK-1-640020-WHT/RED-5,8
Balls,1-STK-1-640020-WHT/RED-5,0
"Samurai Sportswear",1-STK-0-1200038,75
Leisurewear,1-STK-0-1200038,4
"T-Shirts & Vests",1-STK-0-1200038,0
"Samurai Sportswear",1-STK-0-1200037,72
Leisurewear,1-STK-0-1200037,1
"Polo Shirts",1-STK-0-1200037,0
Continental,4-STK-N80-NL-WHT-0,0
Bags,1-STK-4651780-BLK-0,0
Continental,4-STK-N51P,0
Continental,4-STK-N51Z-GRY-M,0
"Schools & Clubs",1-JES-SOC-CLUB-STD-RYB/WHT,0
JESS,1-JES-SOC-CLUB-STD-RYB/WHT,0
Jess_Primary,1-JES-SOC-CLUB-STD-RYB/WHT,11
Continental,4-STK-N51P-CG-GRY-S,0
"Schools & Clubs",1-WIS-SOC-CLUB-STD,0
"Wellington International",1-WIS-SOC-CLUB-STD,0
Wellington,1-WIS-SOC-CLUB-STD,1
"Samurai Sportswear",1-STK-3-67214,15
Rugby,1-STK-3-67214,12
Fitness,1-STK-3-67214,4
"Training Vests",1-STK-3-67214,0
Workout,1-STK-3-67214,0
"Samurai Sportswear",1-STK-3-625100-WHT-0,46
Accessories,1-STK-3-625100-WHT-0,18
"Fat Lad At The Back",2-STK-JYSS-M-RIEV-VLT-SPARE,0
Jersey,2-STK-JYSS-M-RIEV-VLT-SPARE,0
"Samurai Sportswear",1-STK-6-11113-GRN/WHT,1
Rugby,1-STK-6-11113-GRN/WHT,1
Shirts,1-STK-6-11113-GRN/WHT,0
"Samurai Sportswear",1-STK-6-111139-NVY/RED,2
Rugby,1-STK-6-111139-NVY/RED,5
Shirts,1-STK-6-111139-NVY/RED,0
Shirts,1-STK-6-11113-BLK/GRY-XS,0
Fitness,1-STK-1-64009-BLK/RED,9
Trackpants,1-STK-1-64009-BLK/RED,0
Workout,1-STK-1-64009-BLK/RED,0
Hoodies,1-STK-HOD-CLUB-BES-EX-NVY,0
"Samurai Sportswear",1-STK-4-651791-ORG/BLK-0,300
Accessories,1-STK-4-651791-ORG/BLK-0,25
Bags,1-STK-4-651791-ORG/BLK-0,0
"Samurai Sportswear",1-STK-3-621109-BLU-0,300
Accessories,1-STK-3-621109-BLU-0,35
Bottles,1-STK-3-621109-BLU-0,0
"Samurai Sportswear",1-STK-CAP-SNAP-BES-GRY/ORG-0,83
Accessories,1-STK-CAP-SNAP-BES-GRY/ORG-0,34
"Samurai Sportswear",1-STK-7-642044,81
Leisurewear,1-STK-7-642044,14
Fitness,1-STK-7-642044,8
Trackpants,1-STK-7-642044,0
Workout,1-STK-7-642044,0
"Samurai Sportswear",1-STK-7-650083,80
Leisurewear,1-STK-7-650083,7
Jackets,1-STK-7-650083,0
"Samurai Sportswear",1-STK-SWI-TRU,300
Swimming,1-STK-SWI-TRU,4
Boys,1-STK-SWI-TRU,0
"Samurai Sportswear",1-STK-2-620026-WHT/GRY,300
"Samurai Sportswear",1-STK-LEG-UND-BES-BLK,300
Leisurewear,1-STK-LEG-UND-BES-BLK,15
Fitness,1-STK-LEG-UND-BES-BLK,6
"Underskins & Caps",1-STK-LEG-UND-BES-BLK,0
Workout,1-STK-LEG-UND-BES-BLK,0
"Samurai Sportswear",1-STK-SHO-UND-BES,52
Leisurewear,1-STK-SHO-UND-BES,27
Fitness,1-STK-SHO-UND-BES,10
"Underskins & Caps",1-STK-SHO-UND-BES,0
Workout,1-STK-SHO-UND-BES,0
"Samurai Sportswear",1-STK-8-61403-BLK,53
Leisurewear,1-STK-8-61403-BLK,26
"Underskins & Caps",1-STK-8-61403-BLK,0
Workout,1-STK-8-61403-BLK,0
Continental,4-STK-EP65-BLK-S,0
Continental,4-STK-SA40-BLU-M,0
Continental,4-STK-EP69,0
"Samurai Sportswear",1-STK-WARBALL-YLW-5,33
Balls,1-STK-WARBALL-YLW-5,0
Continental,4-STK-EPJ01,0
Continental,4-STK-EPJ01-RED-3-4,0
Continental,4-STK-EPJ01-RED-5-6,0
Continental,4-STK-EPJ01-RED-7-8,0
Continental,4-STK-EPJ01-RED-9-10,0
Continental,4-STK-EP06,0
"Schools & Clubs",1-SMP-NET-DRE001-MRN-8,0
Netball,1-SMP-NET-DRE001-MRN-8,0
"Wellington International",1-SMP-NET-DRE001-MRN-8,0
"Polo Shirts",1-SMP-POL-RED-BES-RED/NVY-S,0
Continental,4-STK-N53P,0
Continental,4-STK-N53Z-GRY-M,0
Continental,4-STK-EP12,0
Cycling,5-STK-THE-BIB-BLK/RED,2
"Red White",5-STK-THE-BIB-BLK/RED,0
Cycling,5-STK-THE-RACE-BLK/WHT,1
"Red White",5-STK-THE-RACE-BLK/WHT,0
Continental,4-STK-EP04,0
Yoga,1-SMP-YOG-PAN-BLK,0
"Samurai Sportswear",1-STK-3-612111-GRN,55
Accessories,1-STK-3-612111-GRN,12
"Samurai Sportswear",1-STK-3-612111-BLU,54
Accessories,1-STK-3-612111-BLU,11
Bags,1-SMP-4-65180308-BLK-0,0
Shorts,1-SMP-SHO-BOA-BES-NAVY-S,0
"Foot Ball",1-SMP-FOT-SHO-WHT,0
Netball,1-SMP-NET-TOP003-RED-6,0
"Samurai Sportswear",1-STK-0-1200037-WHT,74
Leisurewear,1-STK-0-1200037-WHT,3
"Polo Shirts",1-STK-0-1200037-WHT,0
"Samurai Sportswear",1-STK-0-1200037-NVY,73
Leisurewear,1-STK-0-1200037-NVY,2
"Polo Shirts",1-STK-0-1200037-NVY,0
"Samurai Sportswear",1-CIS-HOC-SHO004-BLK,300
Shorts,1-STK-8-614043-BLK,0
"Foot Ball",1-STK-8-620031-BLK/FLO-L,0
Socks,1-STK-8-620031-BLK/FLO-L,0
"Samurai Sportswear",1-STK-9-638002-CRM,300
Cricket,1-STK-9-638002-CRM,1
Top,1-STK-9-638002-CRM,0
"Samurai Sportswear",1-STK-9-638003-CRM/MRN,300
Cricket,1-STK-9-638003-CRM/MRN,2
Trousers,1-STK-9-638003-CRM/MRN,0
DesertTrailRunners,1-DTR-VES-SUB-BES-RN-BLK-1,1
Hoodies,1-STK-HOD-RED-BES-RYB,0
Hoodies,1-STK-HOD-RED-BES-NVY,0
Hoodies,1-STK-HOD-RED-BES-BLK,0
Hoodies,1-STK-HOD-RED-BES-GRN-S,0
Hoodies,1-STK-HOD-RED-BES-GRN,0
Hoodies,1-STK-HOD-RED-BES-GRY,0
Hoodies,1-STK-HOD-RED-BES-SKY,0
"Samurai Sportswear",1-STK-NET-TOP003-NVY/FLG,58
Netball,1-STK-NET-TOP003-NVY/FLG,4
"Top & Skorts",1-STK-NET-TOP003-NVY/FLG,0
"Samurai Sportswear",1-STK-NET-TOP003-NVY/FLO,59
Netball,1-STK-NET-TOP003-NVY/FLO,3
"Top & Skorts",1-STK-NET-TOP003-NVY/FLO,0
"Samurai Sportswear",1-STK-NET-TOP003-BLK/WHT,60
Netball,1-STK-NET-TOP003-BLK/WHT,2
"Top & Skorts",1-STK-NET-TOP003-BLK/WHT,0
"Samurai Sportswear",1-STK-NET-TOP003-NVY/WHT,61
Netball,1-STK-NET-TOP003-NVY/WHT,1
"Top & Skorts",1-STK-NET-TOP003-NVY/WHT,0
"Schools & Clubs",1-JPL-CUS-BES-RUG-BLK/RED-3,0
"Schools & Clubs",1-JPL-CUS-BES-RUG-BLK/RED-4,0
"Schools & Clubs",1-JPL-CUS-BES-RUG-BLK/RED-5,0
Havaianas,3-STK-4000030-BLK,0
Women,3-STK-4000030-BLK,0
Havaianas,3-STK-4000030-GRW,0
Women,3-STK-4000030-GRW,0
Havaianas,3-STK-4000030-NVY,0
Women,3-STK-4000030-NVY,0
Havaianas,3-STK-4000030-RSG,0
Women,3-STK-4000030-RSG,0
Havaianas,3-STK-4000030-STG,0
Women,3-STK-4000030-STG,0
Havaianas,3-STK-4000030-WHT,0
Women,3-STK-4000030-WHT,0
Havaianas,3-STK-4000032-BLK,1
Men,3-STK-4000032-BLK,0
Women,3-STK-4000032-BLK,0
